Master Seed,Membrane Seed,Input Seed,Input Sigma,Corrected,Minimum Input,Window Size,RP Offset,Correction Duration,Correction Current,Confidence Scaling,Recall Threshold,Memories Stored,Recalls,Mean Error,Final Position Error
9032867596,2390786570,6983476408,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0886690475545183,0.017130909119775
9032867597,2390786571,6983476409,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1118862967753197,0.0605614070088268
9032867598,2390786572,6983476410,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0821097499111128,0.131365525997719
9032867599,2390786573,6983476411,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0823751561652009,0.0389784299720751
9032867600,2390786574,6983476412,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0937616712724576,0.0230066056956695
9032867601,2390786575,6983476413,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1066752343873482,0.0426788895452636
9032867602,2390786576,6983476414,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0867114001488952,0.0562198958439947
9032867603,2390786577,6983476415,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1154680397063136,1.8350905372223656
9032867604,2390786578,6983476416,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1123033959948685,0.0190446394578511
9032867605,2390786579,6983476417,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0913289709330505,1.825757141207856
9032867606,2390786580,6983476418,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0936372797152018,0.0211602451070035
9032867607,2390786581,6983476419,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0949405768661252,1.7015045198773655
9032867608,2390786582,6983476420,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1019170263290313,0.0111989197494518
9032867609,2390786583,6983476421,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1025007210459937,0.0399143397990434
9032867610,2390786584,6983476422,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0858890595828783,0.0254919793542183
9032867611,2390786585,6983476423,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0965326080880639,0.0316400075646946
9032867612,2390786586,6983476424,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1164931552858292,0.043048383564438
9032867613,2390786587,6983476425,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.091039782492618,1.706112538776918
9032867614,2390786588,6983476426,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1370456826821702,0.0267434509028392
9032867615,2390786589,6983476427,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0861234723962541,0.0482164584236844
9032867616,2390786590,6983476428,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0981364632971848,1.7607742196991665
9032867617,2390786591,6983476429,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0824761099077517,0.0214668532927518
9032867618,2390786592,6983476430,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1081116508571845,1.7204050462760654
9032867619,2390786593,6983476431,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0931672975619759,0.0180959007696616
9032867620,2390786594,6983476432,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1071028583353143,1.7811069530121786
9032867621,2390786595,6983476433,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0869452949882454,0.018410435752457
9032867622,2390786596,6983476434,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1140059455801625,0.0569544058526159
9032867623,2390786597,6983476435,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1308851107434079,0.025613165391157
9032867624,2390786598,6983476436,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1102971984860357,1.765870022934445
9032867625,2390786599,6983476437,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0810851535282795,0.0436751054715684
9032867626,2390786600,6983476438,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0960662954240296,0.0335339380164348
9032867627,2390786601,6983476439,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1185384392070166,0.0342198910495432
9032867628,2390786602,6983476440,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1046901422456371,0.000375193650675
9032867629,2390786603,6983476441,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0827432104853703,0.08265448270826
9032867630,2390786604,6983476442,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1090067201403437,1.7416942393337005
9032867631,2390786605,6983476443,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0840712950179407,0.0905252165718253
9032867632,2390786606,6983476444,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0907876904341725,0.0886538629881025
9032867633,2390786607,6983476445,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1119309670112839,1.7141964887610328
9032867634,2390786608,6983476446,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0947654240595081,1.7351921618782622
9032867635,2390786609,6983476447,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1072074489007688,1.7747502726046116
9032867636,2390786610,6983476448,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.115873370024412,0.0395202173151697
9032867637,2390786611,6983476449,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1030001136973158,0.0382497476633281
9032867638,2390786612,6983476450,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0899890448405951,0.0221023175120234
9032867639,2390786613,6983476451,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0793519443455424,0.0228138915886666
9032867640,2390786614,6983476452,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0959362138721335,0.0924540302718105
9032867641,2390786615,6983476453,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1053183193534169,0.0204159448911163
9032867642,2390786616,6983476454,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0947761067953372,0.0575171443607318
9032867643,2390786617,6983476455,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0958750659373299,0.071675336561942
9032867644,2390786618,6983476456,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0953922027134587,1.5760340105211177
9032867645,2390786619,6983476457,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0856628887910434,0.0669742777936774
9032867646,2390786620,6983476458,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0783867738255242,0.0462210024140527
9032867647,2390786621,6983476459,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1035778985929441,0.0830278797153967
9032867648,2390786622,6983476460,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0945178048668966,0.0492740596024863
9032867649,2390786623,6983476461,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0991988179958857,0.0608293101236741
9032867650,2390786624,6983476462,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0920692502182588,0.0465639433608745
9032867651,2390786625,6983476463,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0932958537128863,0.0762719289940366
9032867652,2390786626,6983476464,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1133713649935222,1.6948262180758165
9032867653,2390786627,6983476465,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1168645253640789,1.823746478350712
9032867654,2390786628,6983476466,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0935180274024514,0.0675432357163393
9032867655,2390786629,6983476467,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0975129477162406,0.064591979589004
9032867656,2390786630,6983476468,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0824066342108212,0.0424473264322436
9032867657,2390786631,6983476469,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1122849475356241,0.0343682723107274
9032867658,2390786632,6983476470,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0913862730890462,0.0515837694643584
9032867659,2390786633,6983476471,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.10504906758206,0.0884834031511505
9032867660,2390786634,6983476472,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0908501935264187,0.0537701555225247
9032867661,2390786635,6983476473,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1075205657982053,0.000757786290296
9032867662,2390786636,6983476474,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0762179990976294,1.730156684963419
9032867663,2390786637,6983476475,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1086493179265619,0.0108077833095459
9032867664,2390786638,6983476476,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1061397974443065,0.020261246707568
9032867665,2390786639,6983476477,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1006876669305205,0.0366374351915095
9032867666,2390786640,6983476478,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0907201798168943,0.0155294087906351
9032867667,2390786641,6983476479,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1062756753158759,0.0225113715088854
9032867668,2390786642,6983476480,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0863216397604496,1.7085201162838335
9032867669,2390786643,6983476481,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0919856383140814,1.7868047904855735
9032867670,2390786644,6983476482,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0929198869097824,0.107119942223881
9032867671,2390786645,6983476483,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1141234017755268,0.0472607726755278
9032867672,2390786646,6983476484,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1057060963522097,0.0275421528107756
9032867673,2390786647,6983476485,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1047088569703431,1.655691704741438
9032867674,2390786648,6983476486,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.121396509033956,0.0136999685363898
9032867675,2390786649,6983476487,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1149582259648421,0.0611033654682428
9032867676,2390786650,6983476488,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1058394857232634,1.7348743274486436
9032867677,2390786651,6983476489,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1017872606621605,0.0487679653031099
9032867678,2390786652,6983476490,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1256170360510852,1.8524304226971944
9032867679,2390786653,6983476491,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1030651720107651,0.0291060066395909
9032867680,2390786654,6983476492,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0817156217209085,0.0751273526979884
9032867681,2390786655,6983476493,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1072026933215619,0.020643648768747632
