Master Seed,Membrane Seed,Input Seed,Input Sigma,Corrected,Minimum Input,Window Size,RP Offset,Correction Duration,Correction Current,Confidence Scaling,Recall Threshold,Memories Stored,Recalls,Mean Error,Final Position Error
9032867598,2390786572,6983476410,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1004667619521271,0.1873484917557339
9032867599,2390786573,6983476411,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0995155196664432,0.0842214043391685
9032867600,2390786574,6983476412,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1107678833744762,0.0244074993047709
9032867601,2390786575,6983476413,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1060967018216939,0.056596641580697
9032867602,2390786576,6983476414,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1092178980950809,0.0235479619411746
9032867603,2390786577,6983476415,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1316806752099449,0.1512028965342525
9032867604,2390786578,6983476416,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1113131742971014,0.0369718791491907
9032867605,2390786579,6983476417,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1085903763289901,0.084357672275472
9032867606,2390786580,6983476418,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0897445418122008,0.0736018800805181
9032867607,2390786581,6983476419,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1027485565970909,0.0383422426688965
9032867608,2390786582,6983476420,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1092306698961664,0.0253280158841764
9032867609,2390786583,6983476421,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1136120016017005,0.0414757447686057
9032867610,2390786584,6983476422,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1046485987149999,0.0430914874315849
9032867611,2390786585,6983476423,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0905670298231658,0.1049667532112996
9032867612,2390786586,6983476424,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0867543622100971,0.0745340854270948
9032867613,2390786587,6983476425,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0988559987702196,0.1070242602277256
9032867614,2390786588,6983476426,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0894416591009856,0.0949123137148036
9032867615,2390786589,6983476427,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0916580981783003,0.0838890123131755
9032867616,2390786590,6983476428,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1020855664803619,0.0545287951056122
9032867617,2390786591,6983476429,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0936895934301313,0.1720765423764119
9032867618,2390786592,6983476430,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0975073111233117,0.1361845964991886
9032867619,2390786593,6983476431,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0915091572638331,0.0907389721096715
9032867620,2390786594,6983476432,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0947845860479126,0.0294653395996491
9032867621,2390786595,6983476433,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0869106148916467,0.1288861890308826
9032867622,2390786596,6983476434,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.089827385478005,0.0870970593605255
9032867623,2390786597,6983476435,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0813768868511699,0.109423380384611
9032867624,2390786598,6983476436,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0930813500108928,0.1663270568285729
9032867625,2390786599,6983476437,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0943793925056914,0.0414641139468359
9032867626,2390786600,6983476438,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1017205222506636,0.0828741522403807
9032867627,2390786601,6983476439,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1377162013048289,0.1830404465750821
9032867628,2390786602,6983476440,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0718085771998949,0.0714019468539845
9032867629,2390786603,6983476441,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1028334288097577,0.080896930943113
9032867630,2390786604,6983476442,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0931632687207841,0.0911570157712027
9032867631,2390786605,6983476443,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0794160296041047,0.1126933644300298
9032867632,2390786606,6983476444,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0841424406816538,0.0492773721650571
9032867633,2390786607,6983476445,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1387191127443508,0.1289855637642376
9032867634,2390786608,6983476446,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0853664604531331,0.1335894206627103
9032867635,2390786609,6983476447,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0982706646568812,0.0558733300158987
9032867636,2390786610,6983476448,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1292007626584911,0.1961254879158734
9032867637,2390786611,6983476449,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1087813613272428,0.1426713927113581
9032867638,2390786612,6983476450,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1576900199582279,0.1713881970828226
9032867639,2390786613,6983476451,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1059629801409775,0.0372367777629431
9032867640,2390786614,6983476452,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1074204488865674,0.0694468254329863
9032867641,2390786615,6983476453,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1395519901171694,0.1956705253563055
9032867642,2390786616,6983476454,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1045847444526226,0.0655089355472324
9032867643,2390786617,6983476455,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0995412734100257,0.0847080873209067
9032867644,2390786618,6983476456,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1041296515652111,0.0514740749662443
9032867645,2390786619,6983476457,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1017001437247653,0.1675276977177926
9032867646,2390786620,6983476458,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.077250697000196,0.0680875938140484
9032867647,2390786621,6983476459,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1009153004276257,0.1669838710540969
9032867648,2390786622,6983476460,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0847880773005039,0.103903746676316
9032867649,2390786623,6983476461,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0858051803355844,0.0812516267623679
9032867650,2390786624,6983476462,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0886819962663697,0.1481900555690735
9032867651,2390786625,6983476463,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0970397711146431,0.2005129807532512
9032867652,2390786626,6983476464,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1168657266463917,0.0600036438984506
9032867653,2390786627,6983476465,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0885070574168093,0.120946423756418
9032867654,2390786628,6983476466,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.10749115556163,0.0550948738792201
9032867655,2390786629,6983476467,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1017543028036917,0.1430986676079987
9032867656,2390786630,6983476468,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0919741942772658,0.0697210041715746
9032867657,2390786631,6983476469,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0870114661629078,0.1432216100365232
9032867658,2390786632,6983476470,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1004404518078909,0.1407275234821974
9032867659,2390786633,6983476471,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0946605395723301,0.1013031007953108
9032867660,2390786634,6983476472,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0935155266548402,0.0865046194362531
9032867661,2390786635,6983476473,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.09061758341268,0.101510517082683
9032867662,2390786636,6983476474,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0949347740623283,0.0778818138846511
9032867663,2390786637,6983476475,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1041963432561529,0.132384353126985
9032867664,2390786638,6983476476,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0860912625742472,0.0657517035663615
9032867665,2390786639,6983476477,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0789975851989405,0.0533863442028744
9032867666,2390786640,6983476478,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.119956393465577,0.0651382617018448
9032867667,2390786641,6983476479,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0924602433211125,0.0911422913819454
9032867668,2390786642,6983476480,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0899155763796414,0.1538108480583059
9032867669,2390786643,6983476481,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0937410496194454,0.0497661398718549
9032867670,2390786644,6983476482,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.090484860975733,0.1076337396429046
9032867671,2390786645,6983476483,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1010225864892438,0.0509502179291115
9032867672,2390786646,6983476484,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1112526310565573,0.094805193741654
9032867673,2390786647,6983476485,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0718726616923231,0.0907040916541171
9032867674,2390786648,6983476486,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1137693934528517,0.079547638009298
9032867675,2390786649,6983476487,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.1114749290004488,0.0653052430829854
9032867676,2390786650,6983476488,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0809363674165919,0.0825373979732272
9032867677,2390786651,6983476489,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.102608413984749,0.1717692102747832
9032867678,2390786652,6983476490,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0878420550229427,0.118012112150409
9032867679,2390786653,6983476491,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0917418427571306,0.1283694139078532
9032867680,2390786654,6983476492,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.0912741553536773,0.0891052490886779
9032867681,2390786655,6983476493,0.6035333489642621,True,2700,10,0,500.0,450.0,True,0.8,9,40,0.09157427718239003,0.08092465862212256
